item_id,category,device_name,brand,department,purchase_year,age_years,weight_kg,condition_score,condition_class,power_watts,status,recommended_action,date_collected,contains_hazardous,replacement_cost,embodied_energy_kwh
EW-2026-0649,Monitor,"LG ViewSonic VG2448 24""",LG,Hardware R&D,2016,10,3.24,2,Poor,18.1,In Use,Recycle,2024-10-12,No,200,750
EW-2026-0650,Peripheral,Epson MX Keys & Master 3 Combo,Epson,Hardware R&D,2025,1,0.77,9,Good,4.8,Collected,Reuse,2025-04-14,No,200,50
EW-2026-0651,Computer,Apple ThinkCentre M90q Tiny,Apple,Human Resources,2016,10,1.35,5,Fair,94.3,Collected,Repair,2025-12-18,No,750,1200
EW-2026-0652,Peripheral,Epson K120 Wired Keyboard,Epson,Finance & Accounting,2024,2,0.58,8,Good,1.9,In Use,Reuse,2025-07-20,No,15,20
EW-2026-0653,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Hardware R&D,2023,3,0.09,2,Poor,3.8,In Use,Recycle,2024-09-07,No,180,80
EW-2026-0654,Peripheral,Logitech Epson EcoTank L3250,Logitech,IT Operations & Security,2017,9,4.43,3,Poor,12.3,In Use,Recycle,2025-11-28,No,220,200
EW-2026-0655,Computer,Dell EliteBook 840 G8 Laptop,Dell,Human Resources,2019,7,1.33,10,Good,69.7,In Use,Reuse,2025-04-11,No,1300,1200
EW-2026-0656,Peripheral,A4Tech LaserJet Pro MFP M428fdw,A4Tech,Hardware R&D,2013,13,14.39,7,Good,51.1,In Use,Reuse,2025-02-18,No,450,300
EW-2026-0657,Storage,Western Digital WD Red Plus 4TB HDD,Western Digital,IT Operations & Security,2013,13,0.64,2,Poor,5.8,Collected,Recycle,2026-01-18,No,110,100
EW-2026-0658,Mobile Device,Xiaomi Galaxy Tab S7,Xiaomi,Finance & Accounting,2016,10,0.43,3,Poor,7.6,In Use,Recycle,2024-10-13,No,649,100
EW-2026-0659,Networking,Cisco Juniper EX2300 Switch,Cisco,Hardware R&D,2023,3,2.68,1,Hazardous,53.0,Processed,Dispose,2024-02-23,Yes,1200,400
EW-2026-0660,Networking,Cisco UniFi AP AC Pro,Cisco,IT Operations & Security,2021,5,0.29,7,Good,8.4,In Use,Reuse,2024-10-31,No,150,150
EW-2026-0661,Networking,Ubiquiti Nighthawk AX12 Router,Ubiquiti,IT Operations & Security,2015,11,1.25,6,Fair,16.3,Collected,Recycle,2024-01-01,No,350,200
EW-2026-0662,Monitor,"BenQ ViewSonic VG2448 24""",BenQ,Finance & Accounting,2024,2,3.34,2,Poor,19.0,Processed,Recycle,2024-02-13,No,200,750
EW-2026-0663,Computer,"ASUS MacBook Pro 16""",ASUS,Sales & Marketing,2016,10,1.81,4,Fair,97.4,In Use,Recycle,2024-02-14,No,2400,1200
EW-2026-0664,Storage,Western Digital Samsung 970 EVO 1TB SSD,Western Digital,Human Resources,2023,3,0.07,4,Fair,3.3,In Use,Recycle,2024-06-27,No,120,80
EW-2026-0665,Monitor,"BenQ LG 27MP400 27""",BenQ,Software Engineering,2013,13,4.75,10,Good,30.5,Collected,Reuse,2026-01-20,No,210,750
EW-2026-0666,Battery,HP Eaton 5S 1500VA UPS,HP,Sales & Marketing,2016,10,10.3,5,Fair,7.5,Processed,Recycle,2025-12-22,No,260,250
EW-2026-0667,Storage,Samsung IronWolf 6TB NAS HDD,Samsung,Software Engineering,2018,8,0.73,7,Good,8.0,In Use,Reuse,2025-12-08,No,150,100
EW-2026-0668,Networking,Netgear Juniper EX2300 Switch,Netgear,Hardware R&D,2023,3,3.21,5,Fair,55.5,Processed,Repair,2024-12-15,No,1200,400
EW-2026-0669,Storage,Crucial WD Red Plus 4TB HDD,Crucial,Sales & Marketing,2025,1,0.48,4,Fair,6.6,Collected,Repair,2025-12-30,No,110,100
EW-2026-0670,Battery,Dell ThinkPad Internal Battery,Dell,Human Resources,2021,5,0.21,7,Good,0.0,In Use,Reuse,2024-03-10,No,60,40
EW-2026-0671,Battery,CyberPower Back-UPS Pro BR1500MS,CyberPower,Sales & Marketing,2024,2,11.24,6,Fair,8.6,Processed,Recycle,2026-02-03,No,300,250
EW-2026-0672,Mobile Device,Google iPhone 12 Pro,Google,Customer Operations,2013,13,0.16,4,Fair,5.4,Processed,Recycle,2025-10-21,No,999,80
EW-2026-0673,Battery,HP Laptop Battery 62Wh,HP,Customer Operations,2015,11,0.29,3,Poor,0.0,Processed,Dispose,2024-09-30,Yes,70,50
EW-2026-0674,Networking,Netgear UniFi AP AC Pro,Netgear,Software Engineering,2019,7,0.32,5,Fair,8.6,Collected,Repair,2026-01-01,No,150,150
EW-2026-0675,Networking,TP-Link TL-SG1024 24-Port Switch,TP-Link,Software Engineering,2017,9,2.42,9,Good,14.2,Processed,Reuse,2025-01-08,No,110,250
EW-2026-0676,Storage,Western Digital IronWolf 6TB NAS HDD,Western Digital,Sales & Marketing,2014,12,0.77,7,Good,8.6,Processed,Reuse,2025-01-27,No,150,100
EW-2026-0677,Peripheral,HP A4Tech FK10 Keyboard,HP,Human Resources,2018,8,0.61,2,Poor,2.1,Processed,Recycle,2026-02-17,No,12,20
EW-2026-0678,Storage,Samsung WD Red Plus 4TB HDD,Samsung,Customer Operations,2015,11,0.54,5,Fair,6.6,Processed,Recycle,2024-09-24,No,110,100
EW-2026-0679,Monitor,"Dell LG 27MP400 27""",Dell,IT Operations & Security,2022,4,4.94,8,Good,26.2,Collected,Reuse,2024-12-24,No,210,750
EW-2026-0680,Storage,Crucial IronWolf 6TB NAS HDD,Crucial,Finance & Accounting,2021,5,0.77,5,Fair,7.7,Collected,Recycle,2025-04-23,No,150,100
EW-2026-0681,Monitor,"LG P2722H 27"" Monitor",LG,Software Engineering,2017,9,5.12,5,Fair,28.6,Processed,Repair,2025-12-02,No,320,750
EW-2026-0682,Networking,Juniper UniFi AP AC Pro,Juniper,Software Engineering,2013,13,0.31,7,Good,8.9,In Use,Reuse,2024-06-14,No,150,150
EW-2026-0683,Battery,HP Back-UPS Pro BR1500MS,HP,Software Engineering,2015,11,9.88,1,Hazardous,7.4,Collected,Dispose,2024-03-23,Yes,300,250
EW-2026-0684,Networking,TP-Link TL-SG1024 24-Port Switch,TP-Link,IT Operations & Security,2018,8,1.85,2,Poor,16.0,Collected,Recycle,2024-08-28,No,110,250
EW-2026-0685,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,Software Engineering,2014,12,0.21,7,Good,4.6,In Use,Reuse,2025-09-14,No,279,70
EW-2026-0686,Monitor,"Samsung BenQ GW2780 27""",Samsung,Hardware R&D,2018,8,4.47,10,Good,26.5,Collected,Reuse,2024-02-28,No,230,750
EW-2026-0687,Mobile Device,Xiaomi Pixel 6 Pro,Xiaomi,Software Engineering,2024,2,0.17,7,Good,4.7,Processed,Reuse,2026-01-14,No,899,80
EW-2026-0688,Storage,Samsung SanDisk Extreme Portable 1TB,Samsung,Hardware R&D,2016,10,0.05,3,Poor,3.1,Processed,Recycle,2025-12-18,No,140,70
EW-2026-0689,Storage,Kingston Crucial MX500 2TB SSD,Kingston,Hardware R&D,2016,10,0.11,2,Poor,3.6,In Use,Recycle,2025-07-15,No,180,80
EW-2026-0690,Battery,CyberPower ThinkPad Internal Battery,CyberPower,Software Engineering,2018,8,0.29,9,Good,0.0,In Use,Reuse,2025-02-18,No,60,40
EW-2026-0691,Battery,Dell ThinkPad Internal Battery,Dell,Human Resources,2017,9,0.29,8,Good,0.0,In Use,Reuse,2024-12-18,No,60,40
EW-2026-0692,Storage,Seagate SanDisk Extreme Portable 1TB,Seagate,Hardware R&D,2018,8,0.05,3,Poor,2.8,Collected,Recycle,2024-09-08,No,140,70
EW-2026-0693,Mobile Device,Google Galaxy S21 Ultra,Google,Software Engineering,2017,9,0.24,10,Good,6.4,Processed,Reuse,2024-08-27,No,1199,80
EW-2026-0694,Battery,CyberPower CP1500PFCLCD UPS,CyberPower,Hardware R&D,2021,5,10.26,3,Poor,7.5,Processed,Dispose,2024-10-23,Yes,280,250
EW-2026-0695,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,Customer Operations,2014,12,2.06,3,Poor,14.6,Processed,Recycle,2026-02-08,No,110,250
EW-2026-0696,Mobile Device,Apple Pixel 6 Pro,Apple,Human Resources,2013,13,0.23,8,Good,5.0,Processed,Reuse,2024-10-03,No,899,80
EW-2026-0697,Peripheral,Epson Canon imageCLASS LBP6030w,Epson,Customer Operations,2016,10,4.88,7,Good,41.1,Processed,Reuse,2024-10-25,No,150,200
EW-2026-0698,Networking,TP-Link Nighthawk AX12 Router,TP-Link,Hardware R&D,2023,3,1.63,6,Fair,16.4,Processed,Repair,2025-06-21,No,350,200
EW-2026-0699,Peripheral,Canon Canon imageCLASS LBP6030w,Canon,Finance & Accounting,2019,7,4.64,4,Fair,38.1,Processed,Repair,2026-03-10,No,150,200
EW-2026-0700,Storage,Western Digital SanDisk Extreme Portable 1TB,Western Digital,IT Operations & Security,2017,9,0.05,5,Fair,3.2,Collected,Recycle,2024-08-22,No,140,70
EW-2026-0701,Storage,Western Digital WD Red Plus 4TB HDD,Western Digital,Finance & Accounting,2016,10,0.64,8,Good,5.5,In Use,Reuse,2025-02-02,No,110,100
EW-2026-0702,Peripheral,Logitech Canon imageCLASS LBP6030w,Logitech,Customer Operations,2023,3,4.4,8,Good,36.4,Collected,Reuse,2025-06-28,No,150,200
EW-2026-0703,Peripheral,Logitech K120 Wired Keyboard,Logitech,Software Engineering,2023,3,0.54,3,Poor,2.0,In Use,Recycle,2025-07-20,No,15,20
EW-2026-0704,Computer,Dell OptiPlex 7080 Desktop,Dell,Software Engineering,2019,7,6.0,10,Good,184.9,Processed,Reuse,2024-10-10,No,850,1200
EW-2026-0705,Storage,Kingston WD Red Plus 4TB HDD,Kingston,IT Operations & Security,2019,7,0.68,8,Good,6.5,In Use,Reuse,2024-04-21,No,110,100
EW-2026-0706,Peripheral,Logitech A4Tech FK10 Keyboard,Logitech,Human Resources,2014,12,0.55,3,Poor,2.1,Processed,Recycle,2025-02-25,No,12,20
EW-2026-0707,Storage,Seagate WD Red Plus 4TB HDD,Seagate,Human Resources,2023,3,0.56,10,Good,5.4,Collected,Reuse,2024-03-04,No,110,100
EW-2026-0708,Storage,Crucial Samsung 970 EVO 1TB SSD,Crucial,Sales & Marketing,2022,4,0.08,8,Good,3.2,Collected,Reuse,2026-02-13,No,120,80
EW-2026-0709,Monitor,"BenQ ViewSonic VG2448 24""",BenQ,Sales & Marketing,2020,6,4.35,10,Good,19.1,Collected,Reuse,2025-06-08,No,200,750
EW-2026-0710,Peripheral,Logitech Epson EcoTank L3250,Logitech,Customer Operations,2025,1,3.96,7,Good,13.1,In Use,Reuse,2025-09-01,No,220,200
EW-2026-0711,Monitor,"Dell UltraSharp U2422H 24""",Dell,Human Resources,2019,7,3.73,10,Good,18.2,In Use,Reuse,2025-11-28,No,250,750
EW-2026-0712,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Software Engineering,2025,1,0.1,10,Good,4.0,Collected,Reuse,2024-05-07,No,180,80
EW-2026-0713,Networking,TP-Link Nighthawk AX12 Router,TP-Link,Finance & Accounting,2016,10,1.47,2,Poor,18.9,In Use,Recycle,2025-07-25,No,350,200
EW-2026-0714,Computer,"Apple MacBook Pro 16""",Apple,Sales & Marketing,2023,3,1.99,5,Fair,86.4,In Use,Repair,2024-12-06,No,2400,1200
EW-2026-0715,Storage,Samsung IronWolf 6TB NAS HDD,Samsung,IT Operations & Security,2017,9,0.73,5,Fair,7.5,In Use,Repair,2024-08-09,No,150,100
EW-2026-0716,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Finance & Accounting,2016,10,0.09,5,Fair,4.3,Processed,Repair,2024-07-07,No,180,80
EW-2026-0717,Peripheral,A4Tech LaserJet Pro MFP M428fdw,A4Tech,Hardware R&D,2014,12,10.77,4,Fair,53.4,Processed,Recycle,2024-02-15,No,450,300
EW-2026-0718,Networking,Juniper Catalyst 9300 48-Port Switch,Juniper,Human Resources,2017,9,6.44,3,Poor,79.7,In Use,Recycle,2024-11-22,No,4500,500
EW-2026-0719,Computer,"Apple MacBook Pro 16""",Apple,Finance & Accounting,2024,2,1.64,6,Fair,104.0,In Use,Recycle,2024-01-12,No,2400,1200
EW-2026-0720,Monitor,"Samsung BenQ GW2780 27""",Samsung,Human Resources,2021,5,4.81,1,Hazardous,25.4,Processed,Dispose,2024-06-10,No,230,750
EW-2026-0721,Computer,Apple OptiPlex 7080 Desktop,Apple,Software Engineering,2021,5,5.93,7,Good,162.3,Processed,Reuse,2024-08-23,No,850,1200
EW-2026-0722,Networking,Netgear Nighthawk AX12 Router,Netgear,Hardware R&D,2025,1,1.4,3,Poor,17.5,Collected,Recycle,2025-07-02,No,350,200
EW-2026-0723,Monitor,"Samsung ViewSonic VG2448 24""",Samsung,Finance & Accounting,2017,9,3.22,5,Fair,18.4,Processed,Repair,2025-12-28,No,200,750
EW-2026-0724,Storage,Kingston IronWolf 6TB NAS HDD,Kingston,Sales & Marketing,2020,6,0.82,10,Good,7.3,Collected,Reuse,2024-01-25,No,150,100
EW-2026-0725,Computer,"Lenovo iMac 27"" Retina",Lenovo,Hardware R&D,2016,10,8.63,2,Poor,146.8,In Use,Recycle,2024-10-23,No,1800,1200
EW-2026-0726,Peripheral,HP K120 Wired Keyboard,HP,Finance & Accounting,2018,8,0.5,4,Fair,2.0,Collected,Recycle,2024-03-12,No,15,20
EW-2026-0727,Networking,Juniper Nighthawk AX12 Router,Juniper,Human Resources,2020,6,1.35,5,Fair,16.8,In Use,Recycle,2026-02-03,No,350,200
EW-2026-0728,Battery,APC ThinkPad Internal Battery,APC,Sales & Marketing,2013,13,0.29,8,Good,0.0,Processed,Reuse,2024-01-30,No,60,40
EW-2026-0729,Computer,ASUS OptiPlex 7080 Desktop,ASUS,Sales & Marketing,2020,6,8.56,3,Poor,169.5,Collected,Recycle,2024-10-10,No,850,1200
EW-2026-0730,Computer,HP Latitude 5420 Laptop,HP,IT Operations & Security,2015,11,1.45,3,Poor,70.0,Processed,Recycle,2024-11-27,No,1100,1200
EW-2026-0731,Computer,Apple EliteBook 840 G8 Laptop,Apple,Software Engineering,2018,8,1.37,6,Fair,69.0,Collected,Repair,2025-01-29,No,1300,1200
EW-2026-0732,Storage,Samsung SanDisk Extreme Portable 1TB,Samsung,Sales & Marketing,2015,11,0.05,3,Poor,3.3,Collected,Recycle,2025-05-15,No,140,70
EW-2026-0733,Networking,Ubiquiti Catalyst 9300 48-Port Switch,Ubiquiti,IT Operations & Security,2017,9,6.67,1,Hazardous,73.3,Collected,Dispose,2025-02-10,Yes,4500,500
EW-2026-0734,Mobile Device,Samsung iPad Air (4th Gen),Samsung,Finance & Accounting,2014,12,0.42,5,Fair,7.8,In Use,Recycle,2024-03-21,No,599,100
EW-2026-0735,Mobile Device,Apple Galaxy Tab S7,Apple,Human Resources,2016,10,0.53,3,Poor,7.9,In Use,Recycle,2024-02-05,No,649,100
EW-2026-0736,Battery,Eaton Eaton 5S 1500VA UPS,Eaton,Sales & Marketing,2019,7,8.85,5,Fair,8.1,Processed,Recycle,2025-08-22,No,260,250
EW-2026-0737,Networking,TP-Link TL-SG1024 24-Port Switch,TP-Link,Finance & Accounting,2019,7,2.36,4,Fair,14.6,Processed,Repair,2025-02-15,No,110,250
EW-2026-0738,Computer,"HP iMac 27"" Retina",HP,IT Operations & Security,2023,3,8.3,5,Fair,138.8,Collected,Recycle,2025-05-08,No,1800,1200
EW-2026-0739,Peripheral,A4Tech MX Keys & Master 3 Combo,A4Tech,Hardware R&D,2013,13,0.8,9,Good,4.7,In Use,Reuse,2024-09-18,No,200,50
EW-2026-0740,Monitor,"BenQ UltraSharp U2422H 24""",BenQ,Customer Operations,2024,2,3.67,9,Good,19.2,In Use,Reuse,2026-02-03,No,250,750
EW-2026-0741,Battery,HP CP1500PFCLCD UPS,HP,Software Engineering,2017,9,11.45,8,Good,8.7,In Use,Reuse,2024-02-17,No,280,250
EW-2026-0742,Monitor,"ViewSonic Samsung S24R350 24""",ViewSonic,Human Resources,2021,5,2.78,9,Good,23.6,In Use,Reuse,2026-02-03,No,180,750
EW-2026-0743,Monitor,"BenQ P2722H 27"" Monitor",BenQ,Sales & Marketing,2014,12,4.64,7,Good,24.2,In Use,Reuse,2024-08-01,No,320,750
EW-2026-0744,Computer,"Apple MacBook Pro 16""",Apple,Software Engineering,2022,4,2.37,1,Hazardous,102.5,In Use,Dispose,2025-06-05,Yes,2400,1200
EW-2026-0745,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Customer Operations,2014,12,0.2,2,Poor,5.4,Processed,Recycle,2025-01-09,No,1199,80
EW-2026-0746,Mobile Device,Xiaomi iPhone 12 Pro,Xiaomi,IT Operations & Security,2019,7,0.22,1,Hazardous,5.2,Processed,Dispose,2025-05-17,No,999,80
EW-2026-0747,Networking,Cisco Nighthawk AX12 Router,Cisco,Sales & Marketing,2018,8,1.42,9,Good,17.0,In Use,Reuse,2024-11-23,No,350,200
EW-2026-0748,Peripheral,Epson Epson EcoTank L3250,Epson,Sales & Marketing,2017,9,3.5,8,Good,11.1,Processed,Reuse,2024-02-19,No,220,200
EW-2026-0749,Mobile Device,Xiaomi Galaxy Tab S7,Xiaomi,Sales & Marketing,2016,10,0.5,4,Fair,7.4,In Use,Recycle,2025-09-26,No,649,100
EW-2026-0750,Networking,Cisco Nighthawk AX12 Router,Cisco,IT Operations & Security,2014,12,1.49,6,Fair,18.8,Processed,Repair,2024-06-25,No,350,200
EW-2026-0751,Storage,Samsung WD Red Plus 4TB HDD,Samsung,Finance & Accounting,2023,3,0.47,4,Fair,6.1,Collected,Repair,2024-01-02,No,110,100
EW-2026-0752,Peripheral,Canon A4Tech FK10 Keyboard,Canon,IT Operations & Security,2023,3,0.64,2,Poor,2.1,In Use,Recycle,2024-10-07,No,12,20
EW-2026-0753,Battery,Eaton ThinkPad Internal Battery,Eaton,IT Operations & Security,2025,1,0.27,3,Poor,0.0,Collected,Dispose,2025-06-08,Yes,60,40
EW-2026-0754,Storage,Crucial WD Red Plus 4TB HDD,Crucial,Customer Operations,2023,3,0.46,4,Fair,5.5,In Use,Repair,2024-04-07,No,110,100
EW-2026-0755,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Hardware R&D,2022,4,3.33,2,Poor,56.6,Collected,Recycle,2025-05-10,No,1200,400
EW-2026-0756,Battery,HP CP1500PFCLCD UPS,HP,Customer Operations,2021,5,10.61,7,Good,8.3,Collected,Reuse,2025-08-02,No,280,250
EW-2026-0757,Peripheral,Logitech Canon imageCLASS LBP6030w,Logitech,Human Resources,2023,3,5.23,7,Good,38.2,In Use,Reuse,2025-07-05,No,150,200
EW-2026-0758,Peripheral,HP MX Keys & Master 3 Combo,HP,Hardware R&D,2016,10,0.81,6,Fair,5.2,Collected,Repair,2024-10-24,No,200,50
EW-2026-0759,Computer,Dell ThinkCentre M90q Tiny,Dell,Software Engineering,2023,3,1.14,3,Poor,98.2,Processed,Recycle,2025-10-05,No,750,1200
EW-2026-0760,Storage,Western Digital WD Red Plus 4TB HDD,Western Digital,Hardware R&D,2015,11,0.57,5,Fair,6.0,Collected,Recycle,2024-11-28,No,110,100
EW-2026-0761,Mobile Device,Xiaomi Galaxy Tab S7,Xiaomi,Sales & Marketing,2024,2,0.58,6,Fair,7.6,In Use,Recycle,2024-08-29,No,649,100
EW-2026-0762,Battery,CyberPower CP1500PFCLCD UPS,CyberPower,IT Operations & Security,2022,4,10.36,3,Poor,7.4,In Use,Dispose,2024-07-21,Yes,280,250
EW-2026-0763,Computer,"ASUS iMac 27"" Retina",ASUS,IT Operations & Security,2020,6,10.61,1,Hazardous,141.5,Processed,Dispose,2024-03-02,No,1800,1200
EW-2026-0764,Battery,CyberPower Laptop Battery 62Wh,CyberPower,Customer Operations,2015,11,0.32,7,Good,0.0,In Use,Reuse,2024-07-12,No,70,50
EW-2026-0765,Computer,HP OptiPlex 7080 Desktop,HP,Customer Operations,2022,4,6.99,9,Good,173.4,In Use,Reuse,2025-03-15,No,850,1200
EW-2026-0766,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,Human Resources,2013,13,2.03,7,Good,15.0,In Use,Reuse,2025-09-29,No,110,250
EW-2026-0767,Mobile Device,Xiaomi iPhone 12 Pro,Xiaomi,Human Resources,2016,10,0.19,1,Hazardous,5.5,Collected,Dispose,2025-03-06,No,999,80
EW-2026-0768,Peripheral,HP Canon imageCLASS LBP6030w,HP,Hardware R&D,2016,10,4.66,3,Poor,41.0,Processed,Recycle,2024-03-18,No,150,200
EW-2026-0769,Battery,Eaton Eaton 5S 1500VA UPS,Eaton,Software Engineering,2013,13,9.47,4,Fair,7.7,Processed,Repair,2025-01-12,No,260,250
EW-2026-0770,Mobile Device,Google Pixel 6 Pro,Google,IT Operations & Security,2016,10,0.25,7,Good,4.7,In Use,Reuse,2024-11-30,No,899,80
EW-2026-0771,Mobile Device,Google Pixel 6 Pro,Google,Software Engineering,2016,10,0.22,6,Fair,5.4,Collected,Repair,2025-05-09,No,899,80
EW-2026-0772,Networking,Cisco Nighthawk AX12 Router,Cisco,Human Resources,2013,13,1.35,5,Fair,18.4,Collected,Repair,2024-12-07,No,350,200
EW-2026-0773,Peripheral,Epson Epson EcoTank L3250,Epson,IT Operations & Security,2020,6,3.38,6,Fair,11.6,In Use,Recycle,2025-10-09,No,220,200
EW-2026-0774,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,Finance & Accounting,2020,6,2.64,3,Poor,13.9,In Use,Recycle,2025-01-19,No,110,250
EW-2026-0775,Mobile Device,Google Galaxy S21 Ultra,Google,IT Operations & Security,2021,5,0.19,2,Poor,6.1,Processed,Recycle,2024-05-15,No,1199,80
EW-2026-0776,Computer,"ASUS MacBook Pro 16""",ASUS,Finance & Accounting,2017,9,2.16,7,Good,92.0,Collected,Reuse,2024-06-04,No,2400,1200
EW-2026-0777,Computer,ASUS ThinkPad T14 Laptop,ASUS,Hardware R&D,2018,8,1.52,1,Hazardous,58.9,Collected,Dispose,2024-03-01,No,1200,1200
EW-2026-0778,Monitor,"Samsung Samsung S24R350 24""",Samsung,Sales & Marketing,2020,6,3.68,4,Fair,21.3,Processed,Recycle,2025-11-24,No,180,750
EW-2026-0779,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Customer Operations,2015,11,0.2,4,Fair,6.0,Processed,Recycle,2025-05-20,No,1199,80
EW-2026-0780,Peripheral,Canon LaserJet Pro MFP M428fdw,Canon,Finance & Accounting,2017,9,14.4,7,Good,55.0,Processed,Reuse,2026-02-01,No,450,300
EW-2026-0781,Mobile Device,Samsung Pixel 6 Pro,Samsung,Human Resources,2020,6,0.22,1,Hazardous,4.5,Processed,Dispose,2026-01-24,No,899,80
EW-2026-0782,Storage,Crucial SanDisk Extreme Portable 1TB,Crucial,Software Engineering,2014,12,0.05,8,Good,3.0,Collected,Reuse,2025-12-07,No,140,70
EW-2026-0783,Storage,Kingston WD Red Plus 4TB HDD,Kingston,Customer Operations,2019,7,0.67,10,Good,5.5,Collected,Reuse,2024-05-30,No,110,100
EW-2026-0784,Mobile Device,Apple Pixel 6 Pro,Apple,Human Resources,2013,13,0.21,2,Poor,5.5,In Use,Recycle,2025-05-19,No,899,80
EW-2026-0785,Computer,HP ThinkCentre M90q Tiny,HP,Sales & Marketing,2024,2,1.37,2,Poor,84.4,In Use,Recycle,2025-11-25,No,750,1200
EW-2026-0786,Peripheral,Epson Canon imageCLASS LBP6030w,Epson,Software Engineering,2013,13,5.8,7,Good,39.4,Processed,Reuse,2024-06-24,No,150,200
EW-2026-0787,Storage,Western Digital Samsung 970 EVO 1TB SSD,Western Digital,Finance & Accounting,2015,11,0.08,2,Poor,3.0,In Use,Recycle,2024-06-27,No,120,80
EW-2026-0788,Storage,Crucial Crucial MX500 2TB SSD,Crucial,Software Engineering,2023,3,0.11,7,Good,3.8,Processed,Reuse,2025-12-29,No,180,80
EW-2026-0789,Battery,CyberPower ThinkPad Internal Battery,CyberPower,Hardware R&D,2015,11,0.3,9,Good,0.0,Processed,Reuse,2025-09-07,No,60,40
EW-2026-0790,Networking,Ubiquiti Nighthawk AX12 Router,Ubiquiti,Sales & Marketing,2021,5,1.47,5,Fair,18.9,In Use,Recycle,2026-01-18,No,350,200
EW-2026-0791,Battery,APC Laptop Battery 62Wh,APC,Human Resources,2025,1,0.29,10,Good,0.0,Collected,Reuse,2024-12-12,No,70,50
EW-2026-0792,Computer,Apple Latitude 5420 Laptop,Apple,Customer Operations,2023,3,1.38,6,Fair,70.0,Collected,Repair,2024-03-24,No,1100,1200
EW-2026-0793,Mobile Device,Google Galaxy Tab S7,Google,IT Operations & Security,2013,13,0.58,10,Good,8.5,Collected,Reuse,2025-12-21,No,649,100
EW-2026-0794,Monitor,"LG P2722H 27"" Monitor",LG,IT Operations & Security,2020,6,5.47,6,Fair,27.9,Collected,Repair,2024-02-03,No,320,750
EW-2026-0795,Storage,Samsung Samsung 970 EVO 1TB SSD,Samsung,Software Engineering,2013,13,0.08,4,Fair,2.7,Processed,Repair,2024-11-09,No,120,80
EW-2026-0796,Battery,CyberPower Back-UPS Pro BR1500MS,CyberPower,Software Engineering,2024,2,12.86,5,Fair,8.5,In Use,Repair,2026-01-21,No,300,250
EW-2026-0797,Computer,ASUS OptiPlex 7080 Desktop,ASUS,Software Engineering,2025,1,6.75,10,Good,179.1,Processed,Reuse,2025-03-10,No,850,1200
EW-2026-0798,Mobile Device,Samsung iPhone 12 Pro,Samsung,IT Operations & Security,2025,1,0.17,7,Good,5.3,Collected,Reuse,2024-09-21,No,999,80
EW-2026-0799,Mobile Device,Samsung Redmi Note 10 Pro,Samsung,Customer Operations,2019,7,0.16,5,Fair,4.7,Processed,Recycle,2026-01-06,No,279,70
EW-2026-0800,Storage,Kingston Samsung 970 EVO 1TB SSD,Kingston,IT Operations & Security,2024,2,0.07,1,Hazardous,3.1,Collected,Dispose,2025-08-15,Yes,120,80
EW-2026-0801,Peripheral,Logitech K120 Wired Keyboard,Logitech,IT Operations & Security,2022,4,0.45,4,Fair,1.9,Collected,Recycle,2026-02-14,No,15,20
EW-2026-0802,Mobile Device,Google Pixel 6 Pro,Google,Software Engineering,2016,10,0.21,2,Poor,4.9,In Use,Recycle,2025-03-01,No,899,80
EW-2026-0803,Mobile Device,Google Pixel 6 Pro,Google,Hardware R&D,2025,1,0.18,7,Good,5.0,Collected,Reuse,2025-12-08,No,899,80
EW-2026-0804,Computer,"HP MacBook Pro 16""",HP,Human Resources,2013,13,2.18,2,Poor,103.3,In Use,Recycle,2025-12-18,No,2400,1200
EW-2026-0805,Networking,Juniper UniFi AP AC Pro,Juniper,Human Resources,2013,13,0.4,8,Good,9.5,Collected,Reuse,2025-02-23,No,150,150
EW-2026-0806,Storage,Crucial IronWolf 6TB NAS HDD,Crucial,Sales & Marketing,2014,12,0.6,4,Fair,7.7,In Use,Repair,2024-10-02,No,150,100
EW-2026-0807,Storage,Western Digital Crucial MX500 2TB SSD,Western Digital,Software Engineering,2019,7,0.09,6,Fair,3.8,Processed,Repair,2024-06-14,No,180,80
EW-2026-0808,Peripheral,HP A4Tech FK10 Keyboard,HP,Software Engineering,2015,11,0.7,8,Good,1.9,Collected,Reuse,2026-01-22,No,12,20
EW-2026-0809,Computer,"ASUS iMac 27"" Retina",ASUS,Hardware R&D,2014,12,10.07,4,Fair,130.7,Collected,Repair,2024-02-24,No,1800,1200
EW-2026-0810,Computer,HP EliteDesk 800 G6 Desktop,HP,Finance & Accounting,2024,2,7.94,8,Good,204.1,In Use,Reuse,2025-07-07,No,900,1200
